Job_ID,Job_Title,Industry,Location,Work_Type,Experience_Level,Required_Skills,Min_Salary_INR,Max_Salary_INR,Posting_Date
JOB-207193,Healthcare Administrator,Healthcare,Gurugram,Hybrid,Entry-Level,"Bioinformatics, Python",621660,870104,2026-02-21
JOB-207194,SEO Specialist,Marketing,Bengaluru,Remote,Senior,"SEO, Google Analytics",1399949,1711261,2026-03-01
JOB-207195,DevOps Engineer,IT & Tech,Delhi,Remote,Senior,"Python, Machine Learning",1468597,2035384,2026-02-15
JOB-207196,Marketing Manager,Marketing,Mumbai,Hybrid,Mid-Level,Digital Marketing,1241642,1699464,2026-04-28
JOB-207197,Bioinformatics Scientist,Healthcare,Bengaluru,On-Site,Mid-Level,"Bioinformatics, Python",1150168,1547130,2026-05-12
JOB-207198,Accountant,Finance,Hyderabad,Hybrid,Lead,"Accounting, Tally",2059870,2724235,2026-05-07
JOB-207199,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Mid-Level,"Healthcare Data, SQL",851883,1212031,2026-03-01
JOB-207200,Cloud Architect,IT & Tech,Noida,Remote,Executive,"Cybersecurity, Network",2752773,3799256,2026-04-18
JOB-207201,SEO Specialist,Marketing,Delhi,Remote,Lead,"SEO, Google Analytics",1917301,2375579,2026-03-28
JOB-207202,Clinical Data Analyst,Healthcare,Gurugram,Remote,Lead,"Bioinformatics, Python",2011397,2508470,2026-03-26
JOB-207203,Healthcare Administrator,Healthcare,Noida,On-Site,Lead,Hospital Administration,2158458,2719109,2026-04-13
JOB-207204,Content Strategist,Marketing,Hyderabad,On-Site,Senior,Content Writing,1447103,1787115,2026-03-12
JOB-207205,Clinical Data Analyst,Healthcare,Chennai,Remote,Mid-Level,"Bioinformatics, Python",969559,1401530,2026-01-09
JOB-207206,Financial Analyst,Finance,Gurugram,Hybrid,Executive,Risk Assessment,2960509,4057623,2026-02-16
JOB-207207,Accountant,Finance,Bengaluru,Remote,Mid-Level,"Financial Modeling, Excel",1320144,1906406,2026-03-30
JOB-207208,Marketing Manager,Marketing,Gurugram,On-Site,Executive,"SEO, Google Analytics",2854135,4178496,2026-01-12
JOB-207209,Healthcare Administrator,Healthcare,Gurugram,On-Site,Entry-Level,"Healthcare Data, SQL",998816,1381905,2026-03-21
JOB-207210,SEO Specialist,Marketing,Pune,On-Site,Entry-Level,"SEO, Google Analytics",506029,646804,2026-03-04
JOB-207211,Data Scientist,IT & Tech,Delhi,Hybrid,Mid-Level,"AWS, Docker",1288506,1849815,2026-04-03
JOB-207212,Accountant,Finance,Pune,Hybrid,Lead,"Accounting, Tally",1910228,2591389,2026-02-28
JOB-207213,Healthcare Administrator,Healthcare,Chennai,Hybrid,Senior,Hospital Administration,1553260,2041137,2026-01-31
JOB-207214,SEO Specialist,Marketing,Noida,On-Site,Executive,Digital Marketing,2541471,3187879,2026-05-10
JOB-207215,Product Manager,IT & Tech,Chennai,Hybrid,Executive,"Python, Machine Learning",3332058,4761670,2026-04-26
JOB-207216,Marketing Manager,Marketing,Gurugram,Remote,Mid-Level,"SEO, Google Analytics",874325,1296624,2026-04-12
JOB-207217,Bioinformatics Scientist,Healthcare,Delhi,Remote,Lead,"Bioinformatics, Python",1947041,2571384,2026-05-23
JOB-207218,Accountant,Finance,Chennai,Remote,Lead,Risk Assessment,2134709,2962473,2026-05-05
JOB-207219,Content Strategist,Marketing,Delhi,On-Site,Senior,Content Writing,1656049,2064587,2026-05-22
JOB-207220,Content Strategist,Marketing,Chennai,Hybrid,Entry-Level,Digital Marketing,494681,708320,2026-05-28
JOB-207221,Bioinformatics Scientist,Healthcare,Bengaluru,Remote,Mid-Level,"Healthcare Data, SQL",1122663,1667055,2026-03-10
JOB-207222,Content Strategist,Marketing,Bengaluru,Hybrid,Senior,Social Media Management,1442458,1950392,2026-02-02
JOB-207223,Cloud Architect,IT & Tech,Hyderabad,Hybrid,Entry-Level,"Python, SQL",1127083,1376801,2026-02-10
JOB-207224,Cybersecurity Analyst,IT & Tech,Pune,Hybrid,Senior,"AWS, Docker",2023507,2851174,2026-02-23
JOB-207225,Clinical Data Analyst,Healthcare,Noida,Hybrid,Entry-Level,Hospital Administration,759810,927916,2026-01-27
JOB-207226,Marketing Manager,Marketing,Chennai,Remote,Mid-Level,Digital Marketing,1070296,1558970,2026-01-03
JOB-207227,Accountant,Finance,Pune,Remote,Lead,"Financial Modeling, Excel",1991586,2889616,2026-03-31
JOB-207228,Product Manager,IT & Tech,Noida,On-Site,Executive,"Java, Spring Boot",2912057,3842843,2026-02-21
JOB-207229,SEO Specialist,Marketing,Noida,Remote,Executive,"SEO, Google Analytics",2602710,3442608,2026-01-22
JOB-207230,Risk Manager,Finance,Bengaluru,Hybrid,Mid-Level,"Financial Modeling, Excel",1591192,2347149,2026-01-25
JOB-207231,Software Engineer,IT & Tech,Mumbai,On-Site,Entry-Level,"Python, SQL",1338292,1704699,2026-03-15
JOB-207232,Social Media Expert,Marketing,Delhi,Remote,Mid-Level,Digital Marketing,828281,1047219,2026-01-04
JOB-207233,Investment Banker,Finance,Mumbai,Hybrid,Lead,Investment Analysis,2039394,2741925,2026-04-30
JOB-207234,Healthcare Administrator,Healthcare,Gurugram,On-Site,Entry-Level,"Healthcare Data, SQL",585945,751556,2026-03-02
JOB-207235,Healthcare Administrator,Healthcare,Noida,Hybrid,Entry-Level,Hospital Administration,931204,1326717,2026-02-01
JOB-207236,Investment Banker,Finance,Bengaluru,Hybrid,Entry-Level,Risk Assessment,929853,1215520,2026-03-01
JOB-207237,Content Strategist,Marketing,Chennai,Remote,Entry-Level,Social Media Management,745292,933856,2026-04-06
JOB-207238,Accountant,Finance,Delhi,Hybrid,Executive,Risk Assessment,3161722,4680017,2026-02-21
JOB-207239,Social Media Expert,Marketing,Delhi,Remote,Executive,Digital Marketing,2370263,3359265,2026-03-12
JOB-207240,DevOps Engineer,IT & Tech,Noida,Hybrid,Executive,"Python, Machine Learning",3178936,4515480,2026-05-14
JOB-207241,Healthcare Administrator,Healthcare,Delhi,Remote,Executive,Hospital Administration,2700185,3658316,2026-04-30
JOB-207242,Data Scientist,IT & Tech,Delhi,Remote,Executive,"Java, Spring Boot",3429937,4929447,2026-03-17
JOB-207243,Cloud Architect,IT & Tech,Mumbai,Hybrid,Lead,"Python, Machine Learning",2577807,3153039,2026-01-14
JOB-207244,SEO Specialist,Marketing,Chennai,Remote,Mid-Level,"SEO, Google Analytics",841272,1049048,2026-01-03
JOB-207245,Investment Banker,Finance,Chennai,On-Site,Mid-Level,"Financial Modeling, Excel",968432,1362024,2026-01-23
JOB-207246,Social Media Expert,Marketing,Gurugram,Remote,Lead,Digital Marketing,2009721,2789575,2026-02-15
JOB-207247,Clinical Data Analyst,Healthcare,Noida,On-Site,Mid-Level,Hospital Administration,1179861,1484752,2026-04-15
JOB-207248,Data Scientist,IT & Tech,Mumbai,Hybrid,Mid-Level,"Cybersecurity, Network",1011396,1499380,2026-05-30
JOB-207249,Bioinformatics Scientist,Healthcare,Chennai,Remote,Entry-Level,"Healthcare Data, SQL",497940,704776,2026-03-07
JOB-207250,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Executive,"Healthcare Data, SQL",2743804,3916104,2026-01-24
JOB-207251,Marketing Manager,Marketing,Mumbai,Remote,Lead,"SEO, Google Analytics",1813218,2303435,2026-02-12
JOB-207252,Investment Banker,Finance,Gurugram,Hybrid,Entry-Level,"Accounting, Tally",1069852,1380598,2026-02-27
JOB-207253,Risk Manager,Finance,Mumbai,Hybrid,Lead,"Accounting, Tally",1865293,2618130,2026-03-01
JOB-207254,SEO Specialist,Marketing,Chennai,On-Site,Lead,Content Writing,2033508,2984227,2026-03-20
JOB-207255,Bioinformatics Scientist,Healthcare,Pune,Hybrid,Entry-Level,"Bioinformatics, Python",735630,920255,2026-03-30
JOB-207256,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Lead,Hospital Administration,1806306,2190057,2026-05-09
JOB-207257,Cybersecurity Analyst,IT & Tech,Noida,Remote,Executive,"AWS, Docker",2917248,3797334,2026-04-27
JOB-207258,Investment Banker,Finance,Hyderabad,Hybrid,Mid-Level,"Accounting, Tally",1012897,1502477,2026-02-28
JOB-207259,Social Media Expert,Marketing,Noida,On-Site,Lead,Content Writing,1681892,2323410,2026-05-18
JOB-207260,Content Strategist,Marketing,Pune,On-Site,Senior,Social Media Management,1293238,1572926,2026-02-08
JOB-207261,Accountant,Finance,Delhi,On-Site,Senior,Risk Assessment,1646902,2135294,2026-04-26
JOB-207262,Content Strategist,Marketing,Hyderabad,On-Site,Mid-Level,Content Writing,819124,1218074,2026-05-15
JOB-207263,Healthcare Administrator,Healthcare,Bengaluru,Hybrid,Senior,"Healthcare Data, SQL",1404979,2082363,2026-04-30
JOB-207264,Content Strategist,Marketing,Delhi,Remote,Entry-Level,Digital Marketing,762701,1013646,2026-04-19
JOB-207265,Investment Banker,Finance,Noida,Remote,Senior,Investment Analysis,1686460,2138964,2026-02-05
JOB-207266,DevOps Engineer,IT & Tech,Delhi,Remote,Lead,"Cybersecurity, Network",2560861,3164319,2026-05-10
JOB-207267,Product Manager,IT & Tech,Gurugram,On-Site,Senior,"Cybersecurity, Network",2175534,3058046,2026-01-14
JOB-207268,Content Strategist,Marketing,Bengaluru,On-Site,Entry-Level,Digital Marketing,448436,573880,2026-05-26
JOB-207269,Financial Analyst,Finance,Chennai,On-Site,Mid-Level,Investment Analysis,949249,1300168,2026-03-03
JOB-207270,DevOps Engineer,IT & Tech,Noida,On-Site,Senior,"AWS, Docker",1433569,1888732,2026-05-11
JOB-207271,Healthcare Administrator,Healthcare,Bengaluru,On-Site,Entry-Level,Hospital Administration,911380,1164974,2026-04-17
JOB-207272,DevOps Engineer,IT & Tech,Hyderabad,Remote,Mid-Level,"SQL, Tableau, Power BI",1649261,2229718,2026-05-20
JOB-207273,Product Manager,IT & Tech,Hyderabad,Remote,Entry-Level,"React, Node.js",1347648,1631131,2026-02-24
JOB-207274,Investment Banker,Finance,Gurugram,On-Site,Entry-Level,Risk Assessment,842402,1084341,2026-04-08
JOB-207275,Marketing Manager,Marketing,Bengaluru,On-Site,Lead,Social Media Management,1628322,2054314,2026-03-13
JOB-207276,SEO Specialist,Marketing,Noida,On-Site,Senior,Social Media Management,1276319,1908357,2026-04-01
JOB-207277,Social Media Expert,Marketing,Hyderabad,Remote,Senior,Social Media Management,1455311,2163796,2026-01-25
JOB-207278,Financial Analyst,Finance,Noida,On-Site,Senior,Investment Analysis,1381415,1793012,2026-04-02
JOB-207279,Marketing Manager,Marketing,Chennai,Hybrid,Senior,Social Media Management,1289722,1590125,2026-01-23
JOB-207280,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Senior,"Bioinformatics, Python",1398561,1787871,2026-01-21
JOB-207281,Content Strategist,Marketing,Pune,Remote,Mid-Level,Social Media Management,1244178,1545679,2026-02-22
JOB-207282,Marketing Manager,Marketing,Pune,Remote,Senior,"SEO, Google Analytics",1545405,2093107,2026-01-29
JOB-207283,Content Strategist,Marketing,Bengaluru,Remote,Executive,Digital Marketing,2783005,3943646,2026-05-28
JOB-207284,Financial Analyst,Finance,Hyderabad,Remote,Mid-Level,"Financial Modeling, Excel",1525182,1971158,2026-01-18
JOB-207285,DevOps Engineer,IT & Tech,Chennai,On-Site,Entry-Level,"AWS, Docker",1145002,1447376,2026-04-25
JOB-207286,Investment Banker,Finance,Bengaluru,Hybrid,Mid-Level,"Financial Modeling, Excel",1460686,2160698,2026-03-08
JOB-207287,Risk Manager,Finance,Delhi,Hybrid,Lead,"Accounting, Tally",2361266,3200284,2026-02-15
JOB-207288,Content Strategist,Marketing,Bengaluru,Hybrid,Entry-Level,Social Media Management,860713,1178237,2026-05-15
JOB-207289,Marketing Manager,Marketing,Gurugram,Hybrid,Mid-Level,"SEO, Google Analytics",1164491,1408967,2026-05-23
JOB-207290,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Entry-Level,"Healthcare Data, SQL",854526,1100780,2026-05-27
JOB-207291,Data Scientist,IT & Tech,Noida,On-Site,Senior,"Java, Spring Boot",1490083,1988746,2026-02-02
JOB-207292,Financial Analyst,Finance,Delhi,Hybrid,Entry-Level,"Accounting, Tally",818055,1122329,2026-04-27
JOB-207293,Social Media Expert,Marketing,Noida,Remote,Lead,Social Media Management,1926977,2650618,2026-01-21
JOB-207294,Data Scientist,IT & Tech,Pune,Remote,Executive,"Cybersecurity, Network",2671380,3951472,2026-04-07
JOB-207295,Healthcare Administrator,Healthcare,Delhi,On-Site,Executive,"Healthcare Data, SQL",2561231,3463590,2026-02-28
JOB-207296,Product Manager,IT & Tech,Noida,On-Site,Entry-Level,"Java, Spring Boot",1471992,1809022,2026-01-09
JOB-207297,Accountant,Finance,Hyderabad,Remote,Senior,Investment Analysis,1618426,2173563,2026-04-13
JOB-207298,Risk Manager,Finance,Pune,Remote,Lead,Risk Assessment,1686019,2460620,2026-02-08
JOB-207299,Cloud Architect,IT & Tech,Pune,Remote,Senior,"Cybersecurity, Network",1993778,2692935,2026-03-11
JOB-207300,Clinical Data Analyst,Healthcare,Hyderabad,Hybrid,Lead,Hospital Administration,1788000,2153135,2026-05-13
JOB-207301,Marketing Manager,Marketing,Bengaluru,Remote,Entry-Level,"SEO, Google Analytics",723910,981014,2026-03-23
JOB-207302,Content Strategist,Marketing,Hyderabad,Remote,Mid-Level,Digital Marketing,826388,1074079,2026-05-30
JOB-207303,Social Media Expert,Marketing,Hyderabad,Hybrid,Senior,Digital Marketing,1230632,1496429,2026-05-08
JOB-207304,Cybersecurity Analyst,IT & Tech,Gurugram,On-Site,Senior,"AWS, Docker",2192691,3275587,2026-04-05
JOB-207305,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Entry-Level,Hospital Administration,549378,740288,2026-04-29
JOB-207306,Product Manager,IT & Tech,Hyderabad,Hybrid,Senior,"React, Node.js",1662186,2464074,2026-05-20
JOB-207307,Clinical Data Analyst,Healthcare,Delhi,Hybrid,Lead,"Bioinformatics, Python",2123963,3031242,2026-03-22
JOB-207308,Data Scientist,IT & Tech,Pune,Remote,Lead,"AWS, Docker",2079089,2930067,2026-03-05
JOB-207309,SEO Specialist,Marketing,Noida,Remote,Lead,Content Writing,1825617,2251222,2026-03-12
JOB-207310,Investment Banker,Finance,Pune,On-Site,Executive,"Financial Modeling, Excel",2876051,3777081,2026-03-06
JOB-207311,Accountant,Finance,Chennai,On-Site,Lead,Risk Assessment,1951343,2390174,2026-03-10
JOB-207312,Risk Manager,Finance,Chennai,On-Site,Lead,Risk Assessment,2265722,3218263,2026-03-07
JOB-207313,Financial Analyst,Finance,Noida,Remote,Lead,"Financial Modeling, Excel",2319058,3431271,2026-02-12
JOB-207314,Marketing Manager,Marketing,Gurugram,On-Site,Executive,Social Media Management,2813577,3638199,2026-01-16
JOB-207315,Investment Banker,Finance,Delhi,Remote,Executive,Risk Assessment,2969649,4172601,2026-02-27
JOB-207316,Clinical Data Analyst,Healthcare,Mumbai,Hybrid,Senior,"Bioinformatics, Python",1594922,2380593,2026-05-31
JOB-207317,Accountant,Finance,Pune,On-Site,Senior,Investment Analysis,1337875,1937071,2026-05-29
JOB-207318,Marketing Manager,Marketing,Gurugram,Hybrid,Lead,Social Media Management,2020949,2733319,2026-05-24
JOB-207319,Financial Analyst,Finance,Hyderabad,On-Site,Lead,"Accounting, Tally",2075083,3101792,2026-01-18
JOB-207320,Accountant,Finance,Hyderabad,Remote,Senior,Risk Assessment,1693140,2534120,2026-01-22
JOB-207321,SEO Specialist,Marketing,Pune,Hybrid,Lead,Content Writing,2000376,2905278,2026-01-08
JOB-207322,Healthcare Administrator,Healthcare,Noida,Remote,Senior,"Bioinformatics, Python",1604893,1965832,2026-05-21
JOB-207323,DevOps Engineer,IT & Tech,Delhi,Remote,Senior,"React, Node.js",2197402,2699852,2026-04-28
JOB-207324,Social Media Expert,Marketing,Gurugram,Remote,Mid-Level,Social Media Management,839048,1212372,2026-04-13
JOB-207325,Software Engineer,IT & Tech,Mumbai,Remote,Senior,"Java, Spring Boot",2236803,3026364,2026-05-16
JOB-207326,Data Scientist,IT & Tech,Bengaluru,Remote,Mid-Level,"Python, SQL",1220809,1778893,2026-02-19
JOB-207327,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Entry-Level,"Healthcare Data, SQL",945657,1373654,2026-05-22
JOB-207328,Healthcare Administrator,Healthcare,Mumbai,Hybrid,Senior,Hospital Administration,1366053,1810168,2026-03-16
JOB-207329,Marketing Manager,Marketing,Noida,Hybrid,Executive,Digital Marketing,2484723,3431397,2026-03-02
JOB-207330,Healthcare Administrator,Healthcare,Pune,Hybrid,Senior,Hospital Administration,1358452,1743456,2026-03-31
JOB-207331,Financial Analyst,Finance,Delhi,Remote,Lead,Risk Assessment,2227369,2694462,2026-03-09
JOB-207332,Data Scientist,IT & Tech,Pune,Hybrid,Mid-Level,"React, Node.js",1588633,2372507,2026-03-17
JOB-207333,Financial Analyst,Finance,Gurugram,Hybrid,Senior,"Accounting, Tally",1595969,2170557,2026-01-07
JOB-207334,SEO Specialist,Marketing,Gurugram,Hybrid,Entry-Level,"SEO, Google Analytics",625807,813089,2026-04-22
JOB-207335,Healthcare Administrator,Healthcare,Mumbai,Remote,Executive,Hospital Administration,2820469,3396833,2026-05-15
JOB-207336,Cloud Architect,IT & Tech,Chennai,Remote,Executive,"AWS, Docker",3350252,4151942,2026-02-05
JOB-207337,Healthcare Administrator,Healthcare,Delhi,On-Site,Lead,"Healthcare Data, SQL",1835638,2407916,2026-01-02
JOB-207338,Software Engineer,IT & Tech,Hyderabad,Remote,Senior,"Python, SQL",1734152,2428754,2026-02-21
JOB-207339,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Entry-Level,"Bioinformatics, Python",825692,1168326,2026-03-23
JOB-207340,Risk Manager,Finance,Pune,On-Site,Entry-Level,Risk Assessment,574729,798548,2026-03-11
JOB-207341,Social Media Expert,Marketing,Bengaluru,Remote,Mid-Level,Content Writing,1197047,1650597,2026-02-10
JOB-207342,Social Media Expert,Marketing,Delhi,Remote,Mid-Level,Digital Marketing,761466,1132646,2026-01-24
JOB-207343,Healthcare Administrator,Healthcare,Mumbai,On-Site,Lead,Hospital Administration,1977535,2834792,2026-02-09
JOB-207344,Accountant,Finance,Chennai,On-Site,Mid-Level,"Financial Modeling, Excel",947690,1324868,2026-04-26
JOB-207345,Investment Banker,Finance,Mumbai,On-Site,Senior,Risk Assessment,1352707,2016974,2026-02-12
JOB-207346,Marketing Manager,Marketing,Hyderabad,Hybrid,Entry-Level,"SEO, Google Analytics",606335,811761,2026-01-17
JOB-207347,Bioinformatics Scientist,Healthcare,Pune,Hybrid,Entry-Level,"Healthcare Data, SQL",954710,1367701,2026-03-03
JOB-207348,Investment Banker,Finance,Noida,On-Site,Lead,Investment Analysis,2211703,3236502,2026-03-24
JOB-207349,Healthcare Administrator,Healthcare,Noida,On-Site,Executive,"Healthcare Data, SQL",2697395,3394022,2026-05-08
JOB-207350,Healthcare Administrator,Healthcare,Chennai,On-Site,Executive,"Bioinformatics, Python",2525489,3494358,2026-05-11
JOB-207351,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Senior,Hospital Administration,1574304,2061160,2026-05-25
JOB-207352,Content Strategist,Marketing,Gurugram,Remote,Mid-Level,Digital Marketing,1118171,1638752,2026-04-10
JOB-207353,Content Strategist,Marketing,Gurugram,Remote,Entry-Level,Digital Marketing,769543,1117747,2026-04-29
JOB-207354,Data Scientist,IT & Tech,Gurugram,Hybrid,Executive,"SQL, Tableau, Power BI",3382404,4292443,2026-01-24
JOB-207355,Software Engineer,IT & Tech,Chennai,On-Site,Senior,"React, Node.js",1995837,2454860,2026-01-06
JOB-207356,Risk Manager,Finance,Chennai,Hybrid,Lead,Investment Analysis,1941029,2809596,2026-02-01
JOB-207357,Social Media Expert,Marketing,Mumbai,Hybrid,Senior,Digital Marketing,1564122,2182285,2026-02-13
JOB-207358,Risk Manager,Finance,Chennai,Hybrid,Executive,"Financial Modeling, Excel",2681335,3592998,2026-03-22
JOB-207359,SEO Specialist,Marketing,Hyderabad,Remote,Senior,Digital Marketing,1493546,2134343,2026-05-02
JOB-207360,Software Engineer,IT & Tech,Bengaluru,Remote,Lead,"SQL, Tableau, Power BI",2450327,3080972,2026-04-05
JOB-207361,Data Scientist,IT & Tech,Bengaluru,Remote,Senior,"SQL, Tableau, Power BI",2217867,3259565,2026-01-05
JOB-207362,Healthcare Administrator,Healthcare,Chennai,Hybrid,Lead,Hospital Administration,1837905,2316032,2026-04-20
JOB-207363,Data Scientist,IT & Tech,Delhi,Remote,Mid-Level,"Cybersecurity, Network",1776158,2281215,2026-05-06
JOB-207364,Bioinformatics Scientist,Healthcare,Bengaluru,Hybrid,Entry-Level,Hospital Administration,699127,989589,2026-01-15
JOB-207365,Marketing Manager,Marketing,Mumbai,Hybrid,Senior,Content Writing,1535560,2279427,2026-02-26
JOB-207366,Healthcare Administrator,Healthcare,Chennai,Remote,Entry-Level,"Healthcare Data, SQL",752329,999974,2026-04-21
JOB-207367,Clinical Data Analyst,Healthcare,Chennai,On-Site,Mid-Level,"Bioinformatics, Python",1245464,1820537,2026-01-09
JOB-207368,Healthcare Administrator,Healthcare,Noida,Remote,Mid-Level,Hospital Administration,1215489,1616658,2026-02-14
JOB-207369,Financial Analyst,Finance,Noida,On-Site,Entry-Level,"Financial Modeling, Excel",905786,1346339,2026-05-01
